customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update,customer_id_old,segment
31,2, BRENDA, WRIGHT,BRENDA.WRIGHT@SAKILACUSTOMER.ORG,35,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,BW-00031, Consumer
32,1, AMY, LOPEZ,AMY.LOPEZ@SAKILACUSTOMER.ORG,36,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AL-00032, Corporate
33,2, ANNA, HILL,ANNA.HILL@SAKILACUSTOMER.ORG,37,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AH-00033, Home Office
34,2, REBECCA, SCOTT,REBECCA.SCOTT@SAKILACUSTOMER.ORG,38,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,RS-00034, Corporate
35,2, VIRGINIA, GREEN,VIRGINIA.GREEN@SAKILACUSTOMER.ORG,39,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,VG-00035, Consumer
36,2, KATHLEEN, ADAMS,KATHLEEN.ADAMS@SAKILACUSTOMER.ORG,40,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,KA-00036, Corporate
37,1, PAMELA, BAKER,PAMELA.BAKER@SAKILACUSTOMER.ORG,41,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,PB-00037, Consumer
38,1, MARTHA, GONZALEZ,MARTHA.GONZALEZ@SAKILACUSTOMER.ORG,42,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,MG-00038, Home Office
39,1, DEBRA, NELSON,DEBRA.NELSON@SAKILACUSTOMER.ORG,43,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,DN-00039, Home Office
40,2, AMANDA, CARTER,AMANDA.CARTER@SAKILACUSTOMER.ORG,44,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AC-00040, Corporate
41,1, STEPHANIE, MITCHELL,STEPHANIE.MITCHELL@SAKILACUSTOMER.ORG,45,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,SM-00041, Corporate
42,2, CAROLYN, PEREZ,CAROLYN.PEREZ@SAKILACUSTOMER.ORG,46,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CP-00042, Consumer
43,2, CHRISTINE, ROBERTS,CHRISTINE.ROBERTS@SAKILACUSTOMER.ORG,47,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CR-00043, Consumer
44,1, MARIE, TURNER,MARIE.TURNER@SAKILACUSTOMER.ORG,48,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,MT-00044, Consumer
45,1, JANET, PHILLIPS,JANET.PHILLIPS@SAKILACUSTOMER.ORG,49,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JP-00045, Consumer
46,2, CATHERINE, CAMPBELL,CATHERINE.CAMPBELL@SAKILACUSTOMER.ORG,50,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CC-00046, Consumer
47,1, FRANCES, PARKER,FRANCES.PARKER@SAKILACUSTOMER.ORG,51,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,FP-00047, Consumer
48,1, ANN, EVANS,ANN.EVANS@SAKILACUSTOMER.ORG,52,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AE-00048, Corporate
49,2, JOYCE, EDWARDS,JOYCE.EDWARDS@SAKILACUSTOMER.ORG,53,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JE-00049, Consumer
50,1, DIANE, COLLINS,DIANE.COLLINS@SAKILACUSTOMER.ORG,54,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,DC-00050, Consumer
51,1, ALICE, STEWART,ALICE.STEWART@SAKILACUSTOMER.ORG,55,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AS-00051, Home Office
52,1, JULIE, SANCHEZ,JULIE.SANCHEZ@SAKILACUSTOMER.ORG,56,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JS-00052, Consumer
53,1, HEATHER, MORRIS,HEATHER.MORRIS@SAKILACUSTOMER.ORG,57,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,HM-00053, Consumer
54,1, TERESA, ROGERS,TERESA.ROGERS@SAKILACUSTOMER.ORG,58,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,TR-00054, Consumer
55,2, DORIS, REED,DORIS.REED@SAKILACUSTOMER.ORG,59,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,DR-00055, Corporate
56,1, GLORIA, COOK,GLORIA.COOK@SAKILACUSTOMER.ORG,60,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,GC-00056, Consumer
57,2, EVELYN, MORGAN,EVELYN.MORGAN@SAKILACUSTOMER.ORG,61,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,EM-00057, Corporate
58,1, JEAN, BELL,JEAN.BELL@SAKILACUSTOMER.ORG,62,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JB-00058, Consumer
59,1, CHERYL, MURPHY,CHERYL.MURPHY@SAKILACUSTOMER.ORG,63,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CM-00059, Consumer
60,1, MILDRED, BAILEY,MILDRED.BAILEY@SAKILACUSTOMER.ORG,64,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,MB-00060, Corporate
61,2, KATHERINE, RIVERA,KATHERINE.RIVERA@SAKILACUSTOMER.ORG,65,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,KR-00061, Consumer
62,1, JOAN, COOPER,JOAN.COOPER@SAKILACUSTOMER.ORG,66,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JC-00062, Corporate
63,1, ASHLEY, RICHARDSON,ASHLEY.RICHARDSON@SAKILACUSTOMER.ORG,67,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AR-00063, Consumer
64,2, JUDITH, COX,JUDITH.COX@SAKILACUSTOMER.ORG,68,0, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JC-00064, Consumer
65,2, ROSE, HOWARD,ROSE.HOWARD@SAKILACUSTOMER.ORG,69,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,RH-00065, Corporate
66,2, JANICE, WARD,JANICE.WARD@SAKILACUSTOMER.ORG,70,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JW-00066, Consumer
67,1, KELLY, TORRES,KELLY.TORRES@SAKILACUSTOMER.ORG,71,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,KT-00067, Consumer
68,1, NICOLE, PETERSON,NICOLE.PETERSON@SAKILACUSTOMER.ORG,72,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,NP-00068, Consumer
69,2, JUDY, GRAY,JUDY.GRAY@SAKILACUSTOMER.ORG,73,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JG-00069, Consumer
70,2, CHRISTINA, RAMIREZ,CHRISTINA.RAMIREZ@SAKILACUSTOMER.ORG,74,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CR-00070, Consumer
71,1, KATHY, JAMES,KATHY.JAMES@SAKILACUSTOMER.ORG,75,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,KJ-00071, Consumer
72,2, THERESA, WATSON,THERESA.WATSON@SAKILACUSTOMER.ORG,76,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,TW-00072, Consumer
73,2, BEVERLY, BROOKS,BEVERLY.BROOKS@SAKILACUSTOMER.ORG,77,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,BB-00073, Consumer
74,1, DENISE, KELLY,DENISE.KELLY@SAKILACUSTOMER.ORG,78,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,DK-00074, Corporate
75,2, TAMMY, SANDERS,TAMMY.SANDERS@SAKILACUSTOMER.ORG,79,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,TS-00075, Corporate
76,2, IRENE, PRICE,IRENE.PRICE@SAKILACUSTOMER.ORG,80,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,IP-00076, Consumer
77,2, JANE, BENNETT,JANE.BENNETT@SAKILACUSTOMER.ORG,81,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JB-00077, Consumer
78,1, LORI, WOOD,LORI.WOOD@SAKILACUSTOMER.ORG,82,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,LW-00078, Consumer
79,1, RACHEL, BARNES,RACHEL.BARNES@SAKILACUSTOMER.ORG,83,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,RB-00079, Consumer
80,1, MARILYN, ROSS,MARILYN.ROSS@SAKILACUSTOMER.ORG,84,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,MR-00080, Consumer
81,1, ANDREA, HENDERSON,ANDREA.HENDERSON@SAKILACUSTOMER.ORG,85,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AH-00081, Consumer
82,1, KATHRYN, COLEMAN,KATHRYN.COLEMAN@SAKILACUSTOMER.ORG,86,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,KC-00082, Home Office
83,1, LOUISE, JENKINS,LOUISE.JENKINS@SAKILACUSTOMER.ORG,87,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,LJ-00083, Consumer
84,2, SARA, PERRY,SARA.PERRY@SAKILACUSTOMER.ORG,88,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,SP-00084, Corporate
85,2, ANNE, POWELL,ANNE.POWELL@SAKILACUSTOMER.ORG,89,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AP-00085, Consumer
86,2, JACQUELINE, LONG,JACQUELINE.LONG@SAKILACUSTOMER.ORG,90,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JL-00086, Consumer
87,1, WANDA, PATTERSON,WANDA.PATTERSON@SAKILACUSTOMER.ORG,91,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,WP-00087, Home Office
88,2, BONNIE, HUGHES,BONNIE.HUGHES@SAKILACUSTOMER.ORG,92,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,BH-00088, Consumer
89,1, JULIA, FLORES,JULIA.FLORES@SAKILACUSTOMER.ORG,93,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JF-00089, Consumer
90,2, RUBY, WASHINGTON,RUBY.WASHINGTON@SAKILACUSTOMER.ORG,94,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,RW-00090, Home Office
91,2, LOIS, BUTLER,LOIS.BUTLER@SAKILACUSTOMER.ORG,95,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,LB-00091, Consumer
92,2, TINA, SIMMONS,TINA.SIMMONS@SAKILACUSTOMER.ORG,96,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,TS-00092, Home Office
93,1, PHYLLIS, FOSTER,PHYLLIS.FOSTER@SAKILACUSTOMER.ORG,97,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,PF-00093, Consumer
94,1, NORMA, GONZALES,NORMA.GONZALES@SAKILACUSTOMER.ORG,98,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,NG-00094, Consumer
95,2, PAULA, BRYANT,PAULA.BRYANT@SAKILACUSTOMER.ORG,99,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,PB-00095, Consumer
96,1, DIANA, ALEXANDER,DIANA.ALEXANDER@SAKILACUSTOMER.ORG,100,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,DA-00096, Consumer
97,2, ANNIE, RUSSELL,ANNIE.RUSSELL@SAKILACUSTOMER.ORG,101,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AR-00097, Consumer
98,1, LILLIAN, GRIFFIN,LILLIAN.GRIFFIN@SAKILACUSTOMER.ORG,102,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,LG-00098, Corporate
99,2, EMILY, DIAZ,EMILY.DIAZ@SAKILACUSTOMER.ORG,103,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,ED-00099, Consumer
100,1, ROBIN, HAYES,ROBIN.HAYES@SAKILACUSTOMER.ORG,104,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,RH-00100, Consumer
101,1, PEGGY, MYERS,PEGGY.MYERS@SAKILACUSTOMER.ORG,105,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,PM-00101, Corporate
102,1, CRYSTAL, FORD,CRYSTAL.FORD@SAKILACUSTOMER.ORG,106,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CF-00102, Consumer
103,1, GLADYS, HAMILTON,GLADYS.HAMILTON@SAKILACUSTOMER.ORG,107,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,GH-00103, Consumer
104,1, RITA, GRAHAM,RITA.GRAHAM@SAKILACUSTOMER.ORG,108,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,RG-00104, Corporate
105,1, DAWN, SULLIVAN,DAWN.SULLIVAN@SAKILACUSTOMER.ORG,109,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,DS-00105, Consumer
106,1, CONNIE, WALLACE,CONNIE.WALLACE@SAKILACUSTOMER.ORG,110,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CW-00106, Home Office
107,1, FLORENCE, WOODS,FLORENCE.WOODS@SAKILACUSTOMER.ORG,111,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,FW-00107, Corporate
108,1, TRACY, COLE,TRACY.COLE@SAKILACUSTOMER.ORG,112,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,TC-00108, Consumer
109,2, EDNA, WEST,EDNA.WEST@SAKILACUSTOMER.ORG,113,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,EW-00109, Home Office
110,2, TIFFANY, JORDAN,TIFFANY.JORDAN@SAKILACUSTOMER.ORG,114,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,TJ-00110, Consumer
111,1, CARMEN, OWENS,CARMEN.OWENS@SAKILACUSTOMER.ORG,115,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CO-00111, Consumer
112,2, ROSA, REYNOLDS,ROSA.REYNOLDS@SAKILACUSTOMER.ORG,116,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,RR-00112, Corporate
113,2, CINDY, FISHER,CINDY.FISHER@SAKILACUSTOMER.ORG,117,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CF-00113, Corporate
114,2, GRACE, ELLIS,GRACE.ELLIS@SAKILACUSTOMER.ORG,118,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,GE-00114, Corporate
115,1, WENDY, HARRISON,WENDY.HARRISON@SAKILACUSTOMER.ORG,119,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,WH-00115, Consumer
116,1, VICTORIA, GIBSON,VICTORIA.GIBSON@SAKILACUSTOMER.ORG,120,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,VG-00116, Home Office
117,1, EDITH, MCDONALD,EDITH.MCDONALD@SAKILACUSTOMER.ORG,121,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,EM-00117, Consumer
118,1, KIM, CRUZ,KIM.CRUZ@SAKILACUSTOMER.ORG,122,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,KC-00118, Corporate
119,1, SHERRY, MARSHALL,SHERRY.MARSHALL@SAKILACUSTOMER.ORG,123,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,SM-00119, Consumer
120,2, SYLVIA, ORTIZ,SYLVIA.ORTIZ@SAKILACUSTOMER.ORG,124,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,SO-00120, Consumer
121,1, JOSEPHINE, GOMEZ,JOSEPHINE.GOMEZ@SAKILACUSTOMER.ORG,125,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JG-00121, Consumer
122,1, THELMA, MURRAY,THELMA.MURRAY@SAKILACUSTOMER.ORG,126,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,TM-00122, Corporate
123,2, SHANNON, FREEMAN,SHANNON.FREEMAN@SAKILACUSTOMER.ORG,127,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,SF-00123, Consumer
124,1, SHEILA, WELLS,SHEILA.WELLS@SAKILACUSTOMER.ORG,128,0, 2006-02-14 22:04:36, 2006-02-15 04:57:20,SW-00124, Home Office
125,1, ETHEL, WEBB,ETHEL.WEBB@SAKILACUSTOMER.ORG,129,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,EW-00125, Corporate
126,1, ELLEN, SIMPSON,ELLEN.SIMPSON@SAKILACUSTOMER.ORG,130,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,ES-00126, Corporate
127,2, ELAINE, STEVENS,ELAINE.STEVENS@SAKILACUSTOMER.ORG,131,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,ES-00127, Corporate
128,1, MARJORIE, TUCKER,MARJORIE.TUCKER@SAKILACUSTOMER.ORG,132,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,MT-00128, Consumer
129,1, CARRIE, PORTER,CARRIE.PORTER@SAKILACUSTOMER.ORG,133,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CP-00129, Corporate
130,1, CHARLOTTE, HUNTER,CHARLOTTE.HUNTER@SAKILACUSTOMER.ORG,134,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CH-00130, Consumer
131,2, MONICA, HICKS,MONICA.HICKS@SAKILACUSTOMER.ORG,135,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,MH-00131, Consumer
132,2, ESTHER, CRAWFORD,ESTHER.CRAWFORD@SAKILACUSTOMER.ORG,136,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,EC-00132, Corporate
133,1, PAULINE, HENRY,PAULINE.HENRY@SAKILACUSTOMER.ORG,137,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,PH-00133, Corporate
134,1, EMMA, BOYD,EMMA.BOYD@SAKILACUSTOMER.ORG,138,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,EB-00134, Corporate
135,2, JUANITA, MASON,JUANITA.MASON@SAKILACUSTOMER.ORG,139,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JM-00135, Home Office
136,2, ANITA, MORALES,ANITA.MORALES@SAKILACUSTOMER.ORG,140,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AM-00136, Corporate
137,2, RHONDA, KENNEDY,RHONDA.KENNEDY@SAKILACUSTOMER.ORG,141,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,RK-00137, Consumer
138,1, HAZEL, WARREN,HAZEL.WARREN@SAKILACUSTOMER.ORG,142,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,HW-00138, Consumer
139,1, AMBER, DIXON,AMBER.DIXON@SAKILACUSTOMER.ORG,143,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AD-00139, Corporate
140,1, EVA, RAMOS,EVA.RAMOS@SAKILACUSTOMER.ORG,144,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,ER-00140, Corporate
141,1, DEBBIE, REYES,DEBBIE.REYES@SAKILACUSTOMER.ORG,145,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,DR-00141, Corporate
142,1, APRIL, BURNS,APRIL.BURNS@SAKILACUSTOMER.ORG,146,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AB-00142, Consumer
143,1, LESLIE, GORDON,LESLIE.GORDON@SAKILACUSTOMER.ORG,147,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,LG-00143, Corporate
144,1, CLARA, SHAW,CLARA.SHAW@SAKILACUSTOMER.ORG,148,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,CS-00144, Home Office
145,1, LUCILLE, HOLMES,LUCILLE.HOLMES@SAKILACUSTOMER.ORG,149,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,LH-00145, Consumer
146,1, JAMIE, RICE,JAMIE.RICE@SAKILACUSTOMER.ORG,150,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JR-00146, Consumer
147,2, JOANNE, ROBERTSON,JOANNE.ROBERTSON@SAKILACUSTOMER.ORG,151,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JR-00147, Corporate
148,1, ELEANOR, HUNT,ELEANOR.HUNT@SAKILACUSTOMER.ORG,152,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,EH-00148, Corporate
149,1, VALERIE, BLACK,VALERIE.BLACK@SAKILACUSTOMER.ORG,153,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,VB-00149, Home Office
150,2, DANIELLE, DANIELS,DANIELLE.DANIELS@SAKILACUSTOMER.ORG,154,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,DD-00150, Corporate
151,2, MEGAN, PALMER,MEGAN.PALMER@SAKILACUSTOMER.ORG,155,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,MP-00151, Consumer
152,1, ALICIA, MILLS,ALICIA.MILLS@SAKILACUSTOMER.ORG,156,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,AM-00152, Consumer
153,2, SUZANNE, NICHOLS,SUZANNE.NICHOLS@SAKILACUSTOMER.ORG,157,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,SN-00153, Consumer
154,2, MICHELE, GRANT,MICHELE.GRANT@SAKILACUSTOMER.ORG,158,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,MG-00154, Consumer
155,1, GAIL, KNIGHT,GAIL.KNIGHT@SAKILACUSTOMER.ORG,159,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,GK-00155, Consumer
156,1, BERTHA, FERGUSON,BERTHA.FERGUSON@SAKILACUSTOMER.ORG,160,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,BF-00156, Consumer
157,2, DARLENE, ROSE,DARLENE.ROSE@SAKILACUSTOMER.ORG,161,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,DR-00157, Consumer
158,1, VERONICA, STONE,VERONICA.STONE@SAKILACUSTOMER.ORG,162,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,VS-00158, Consumer
159,1, JILL, HAWKINS,JILL.HAWKINS@SAKILACUSTOMER.ORG,163,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,JH-00159, Home Office
160,2, ERIN, DUNN,ERIN.DUNN@SAKILACUSTOMER.ORG,164,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,ED-00160, Consumer
161,1, GERALDINE, PERKINS,GERALDINE.PERKINS@SAKILACUSTOMER.ORG,165,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20,GP-00161, Consumer
